96100,11971,18964,20424,18507,17376,24461,15624,5081,17283,15481,12290,14044,5924,11091,3172,3844,5491,6563,7071,9157,10251,3729,0,7958,inf,inf,14174,11967,1172,3047,4549,10528,8265,29396,17595,19582,14017,27393,34043,27721,24709,23459,29432,37474,52139
96150,12841,26347,27807,25691,24759,31844,23007,12465,24062,22864,19673,20824,13307,17871,10555,11228,12875,13525,13851,15937,17031,4943,7958,0,inf,inf,15146,12939,7169,7698,7625,13952,11690,30369,18567,20554,14990,28365,35015,28694,25681,24432,30404,38446,53111
96200,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,1538,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
96250,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1538,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
96300,5198,32563,34023,31906,30975,38060,29223,18680,30278,29080,25889,27040,19523,24087,16771,17443,19090,19741,20066,22152,23247,11531,14174,15146,inf,inf,0,2337,13231,12016,11943,18270,16008,22298,10496,12483,10008,20294,26944,20623,17610,16361,22334,30375,45040
96400,2991,30356,31816,29699,28768,35852,27015,16473,28071,26872,23682,24832,17315,21879,14564,15236,16883,17534,17859,19945,21039,9324,11967,12939,inf,inf,2337,0,11063,9848,9775,16102,13840,20130,8328,10315,7840,18126,24776,18455,15442,14193,20166,28207,42872
96500,11171,19836,21296,19379,18248,25333,16496,5954,18155,16353,13162,14917,6796,11964,4044,4717,6364,7435,7943,10029,11124,2929,1172,7169,inf,inf,13231,11063,0,2441,3943,9922,7659,28589,16788,18775,13210,26586,33236,26914,23902,22652,28625,36667,51332
96600,9956,21171,22631,20319,19583,26668,17831,7289,18691,17688,14497,15453,8131,12500,5379,6052,7699,8154,8479,10565,11660,3536,3047,7698,inf,inf,12016,9848,2441,0,2061,8040,5777,27504,15703,17690,12125,25501,32150,25829,22817,21567,27540,35581,50247
96700,9883,22673,24133,21821,21085,28170,19333,8790,20193,19189,15999,16954,9632,14002,6881,7553,9200,9656,9981,12067,13161,3463,4549,7625,inf,inf,11943,9775,3943,2061,0,6412,4150,27435,15634,17621,12056,25432,32081,25760,22748,21498,27471,35512,50178
96800,16210,28652,30112,27800,27064,34149,25311,14769,26171,25168,21978,22933,15611,19980,12860,13532,15179,15634,15960,18046,19140,9790,10528,13952,inf,inf,18270,16102,9922,8040,6412,0,3688,33863,22061,24048,18484,31859,38509,32188,29175,27926,33898,41940,56605
96850,13948,26389,27849,25537,24801,31886,23049,12507,23909,22906,19715,20671,13349,17718,10597,11270,12917,13372,13697,15783,16878,7528,8265,11690,inf,inf,16008,13840,7659,5777,4150,3688,0,31441,19640,21627,16062,29438,36088,29766,26754,25505,31477,39519,54184
96900,17296,47785,49245,47129,46197,53282,44445,33903,45500,44302,41111,42262,34745,39309,31993,32666,34313,34963,35288,37375,38469,26753,29396,30369,inf,inf,22298,20130,28589,27504,27435,33863,31441,0,13247,12749,15494,18987,22301,19315,16303,14937,17691,29068,43733
97000,5494,35984,37444,35327,34396,41481,32644,22101,33699,32500,29310,30461,22943,27508,20192,20864,22511,23162,23487,25573,26668,14952,17595,18567,inf,inf,10496,8328,16788,15703,15634,22061,19640,13247,0,3415,3757,10991,17881,11319,8307,7298,13271,21072,35737
97100,7481,37971,39430,37314,36383,43467,34630,24088,35685,34487,31297,32447,24930,29494,22178,22851,24498,25149,25474,27560,28654,16939,19582,20554,inf,inf,12483,10315,18775,17690,17621,24048,21627,12749,3415,0,4943,12242,18893,12571,9558,8310,14282,22323,36988
97200,5005,32406,33866,31750,30818,37903,29066,18524,30121,28923,25732,26883,19366,23930,16614,17287,18934,19584,19910,21996,23090,11374,14017,14990,inf,inf,10008,7840,13210,12125,12056,18484,16062,15494,3757,4943,0,13769,20418,14097,11085,9835,15808,23849,38515
98000,15292,45782,47242,45125,44194,51278,42441,31899,43497,42298,39108,40258,32741,37306,29990,30662,32309,32960,33285,35371,36465,24750,27393,28365,inf,inf,20294,18126,26586,25501,25432,31859,29438,18987,10991,12242,13769,0,12476,482,3181,4995,7866,10370,25035
98050,21942,52432,53891,51775,50844,57928,49091,38549,50146,48948,45757,46908,39391,43955,36639,37312,38959,39609,39935,42021,43115,31400,34043,35015,inf,inf,26944,24776,33236,32150,32081,38509,36088,22301,17881,18893,20418,12476,0,12784,10286,11930,7173,22317,36982
98100,15621,46110,47570,45454,44522,51607,42770,32228,43825,42627,39436,40587,33070,37634,30318,30991,32637,33288,33613,35699,36794,25078,27721,28694,inf,inf,20623,18455,26914,25829,25760,32188,29766,19315,11319,12571,14097,482,12784,0,3463,5277,8148,10035,24700
98150,12608,43098,44558,42441,41510,48595,39757,29215,40813,39614,36424,37575,30057,34622,27306,27978,29625,30276,30601,32687,33782,22066,24709,25681,inf,inf,17610,15442,23902,22817,22748,29175,26754,16303,8307,9558,11085,3181,10286,3463,0,2099,5716,13217,27883
98200,11359,41849,43308,41192,40260,47345,38508,27966,39563,38365,35174,36325,28808,33372,26056,26729,28376,29026,29352,31438,32532,20816,23459,24432,inf,inf,16361,14193,22652,21567,21498,27926,25505,14937,7298,8310,9835,4995,11930,5277,2099,0,7413,15066,29731
98300,17332,47821,49281,47165,46233,53318,44481,33938,45536,44338,41147,42298,34781,39345,32029,32701,34348,34999,35324,37410,38505,26789,29432,30404,inf,inf,22334,20166,28625,27540,27471,33898,31477,17691,13271,14282,15808,7866,7173,8148,5716,7413,0,17786,32451
98700,25373,55863,57322,55206,54275,61359,52522,41980,53577,52379,49188,50339,42822,47386,40070,40743,42390,43040,43366,45452,46546,34831,37474,38446,inf,inf,30375,28207,36667,35581,35512,41940,39519,29068,21072,22323,23849,10370,22317,10035,13217,15066,17786,0,18059
98800,40038,70528,71987,69871,68940,76024,67187,56645,68243,67044,63854,65004,57487,62051,54735,55408,57055,57706,58031,60117,61211,49496,52139,53111,inf,inf,45040,42872,51332,50247,50178,56605,54184,43733,35737,36988,38515,25035,36982,24700,27883,29731,32451,18059,0
