state|postcode|master_postcode
Sarawak|93551|93000
Sarawak|93552|93000
Sarawak|93554|93000
Sarawak|93556|93000
Sarawak|93558|93000
Sarawak|93560|93000
Sarawak|93564|93000
Sarawak|93566|93000
Sarawak|93570|93000
Sarawak|93572|93000
Sarawak|93576|93000
Sarawak|93578|93000
Sarawak|93582|93000
Sarawak|93586|93000
Sarawak|93590|93000
Sarawak|93592|93000
Sarawak|93594|93000
Sarawak|93596|93000
Sarawak|93600|93000
Sarawak|93601|93000
Sarawak|93604|93000
Sarawak|93606|93000
Sarawak|93608|93000
Sarawak|93609|93000
Sarawak|93610|93000
Sarawak|93612|93000
Sarawak|93614|93000
Sarawak|93618|93000
Sarawak|93619|93000
Sarawak|93620|93000
Sarawak|93626|93000
Sarawak|93628|93000
Sarawak|93632|93000
Sarawak|93634|93000
Sarawak|93648|93000
Sarawak|93658|93000
Sarawak|93660|93000
Sarawak|93661|93000
Sarawak|93662|93000
Sarawak|93668|93000
Sarawak|93670|93000
Sarawak|93672|93000
Sarawak|93675|93000
Sarawak|93677|93000
Sarawak|93690|93000
Sarawak|93694|93000
Sarawak|93700|93000
Sarawak|93702|93000
Sarawak|93704|93000
Sarawak|93706|93000
Sarawak|93708|93000
Sarawak|93710|93000
Sarawak|93712|93000
Sarawak|93714|93000
Sarawak|93716|93000
Sarawak|93718|93000
Sarawak|93720|93000
Sarawak|93722|93000
Sarawak|93724|93000
Sarawak|93726|93000
Sarawak|93728|93000
Sarawak|93730|93000
Sarawak|93732|93000
Sarawak|93734|93000
Sarawak|93736|93000
Sarawak|93738|93000
Sarawak|93740|93000
Sarawak|93742|93000
Sarawak|93744|93000
Sarawak|93746|93000
Sarawak|93748|93000
Sarawak|93750|93000
Sarawak|93752|93000
Sarawak|93754|93000
Sarawak|93756|93000
Sarawak|93758|93000
Sarawak|93760|93000
Sarawak|93762|93000
Sarawak|93764|93000
Sarawak|93900|93000
Sarawak|93902|93000
Sarawak|93904|93000
Sarawak|93906|93000
Sarawak|93908|93000
Sarawak|93910|93000
Sarawak|93912|93000
Sarawak|93914|93000
Sarawak|93916|93000
Sarawak|93990|93000
Sarawak|94000|94000
Sarawak|94007|94000
Sarawak|94009|94000
Sarawak|94111|94500
Sarawak|94200|94200
Sarawak|94300|94300
Sarawak|94500|94500
Sarawak|94507|94500
Sarawak|94509|94500
Sarawak|94600|94600
Sarawak|94607|94600
Sarawak|94650|94650
Sarawak|94700|94700
Sarawak|94707|94700
Sarawak|94709|94700
Sarawak|94750|94700
Sarawak|94760|94700
Sarawak|94800|94800
Sarawak|94807|94800
Sarawak|94809|94800
Sarawak|94850|94850
Sarawak|94900|94900
Sarawak|94950|94950
Sarawak|95000|95000
Sarawak|95007|95000
Sarawak|95008|95000
Sarawak|95009|95000
Sarawak|95300|95300
Sarawak|95400|95400
Sarawak|95407|95400
Sarawak|95409|95400
Sarawak|95500|95500
Sarawak|95600|95600
Sarawak|95700|95700
Sarawak|95707|95700
Sarawak|95709|95700
Sarawak|95800|95800
Sarawak|95807|95800
Sarawak|95900|95900
Sarawak|96000|96000
Sarawak|96007|96000
Sarawak|96008|96000
Sarawak|96009|96000
Sarawak|96010|96000
Sarawak|96100|96100
Sarawak|96107|96100
Sarawak|96108|96100
Sarawak|96109|96100
Sarawak|96150|96150
Sarawak|96200|96200
Sarawak|96250|96250
Sarawak|96300|96300
Sarawak|96307|96300
Sarawak|96309|96300
Sarawak|96350|96350
Sarawak|96400|96400
Sarawak|96407|96400
Sarawak|96410|96400
Sarawak|96500|96500
Sarawak|96507|96500
Sarawak|96508|96500
Sarawak|96509|96500
Sarawak|96510|95400
Sarawak|96600|96600
Sarawak|96609|96600
Sarawak|96700|96700
Sarawak|96707|96700
Sarawak|96709|96700
Sarawak|96800|96800
Sarawak|96807|96800
Sarawak|96809|96800
Sarawak|96850|96850
Sarawak|96857|96850
Sarawak|96900|96900
Sarawak|96950|96900
Sarawak|97000|97000
Sarawak|97007|97000
Sarawak|97008|97000
Sarawak|97009|97000
Sarawak|97010|97000
Sarawak|97011|97000
Sarawak|97012|97000
Sarawak|97013|97000
Sarawak|97014|97000
Sarawak|97015|97000
Sarawak|97100|97100
Sarawak|97200|97200
Sarawak|97300|97000
Sarawak|97307|97000
Sarawak|98000|98000
Sarawak|98007|98000
Sarawak|98008|98000
Sarawak|98009|98000
Sarawak|98050|98050
Sarawak|98057|98050
Sarawak|98058|98050
Sarawak|98059|98050
Sarawak|98060|98050
Sarawak|98070|98000
Sarawak|98100|98100
Sarawak|98107|98100
Sarawak|98109|98100
Sarawak|98150|98150
Sarawak|98157|98150
Sarawak|98159|98150
Sarawak|98200|98200
Sarawak|98207|98200
Sarawak|98300|98300
Sarawak|98700|98700
Sarawak|98707|98700
Sarawak|98708|98700
Sarawak|98709|98700
Sarawak|98750|98700
Sarawak|98800|98800
Sarawak|98850|98800
Sarawak|98857|98800
Sarawak|98859|98800
Selangor|40000|40000
Selangor|40100|40000
Selangor|40150|40000
Selangor|40160|40000
Selangor|40170|40000
Selangor|40200|40000
Selangor|40300|40000
Selangor|40400|40000
Selangor|40450|40000
Selangor|40460|40000
Selangor|40470|40000
Selangor|40500|40000
Selangor|40502|40000
Selangor|40503|40000
Selangor|40504|40000
Selangor|40505|40000
Selangor|40512|40000
Selangor|40517|40000
Selangor|40520|40000
Selangor|40529|40000
Selangor|40542|40000
Selangor|40548|40000
Selangor|40550|40000
Selangor|40551|40000
Selangor|40560|40000
Selangor|40564|40000
Selangor|40570|40000
Selangor|40572|40000
Selangor|40576|40000
Selangor|40578|40000
Selangor|40582|40000
Selangor|40590|40000
Selangor|40592|40000
Selangor|40594|40000
Selangor|40596|40000
Selangor|40598|40000
Selangor|40604|40000
Selangor|40607|40000
Selangor|40608|40000
Selangor|40610|40000
Selangor|40612|40000
Selangor|40620|40000
Selangor|40622|40000
Selangor|40626|40000
Selangor|40632|40000
Selangor|40646|40000
Selangor|40648|40000
Selangor|40660|40000
Selangor|40664|40000
Selangor|40670|40000
Selangor|40672|40000
Selangor|40673|40000
Selangor|40674|40000
Selangor|40675|40000
Selangor|40676|40000
Selangor|40680|40000
Selangor|40690|40000
Selangor|40700|40000
Selangor|40702|40000
Selangor|40704|40000
Selangor|40706|40000
Selangor|40708|40000
Selangor|40710|40000
Selangor|40712|40000
Selangor|40714|40000
Selangor|40716|40000
Selangor|40718|40000
Selangor|40720|40000
Selangor|40722|40000
Selangor|40724|40000
Selangor|40726|40000
Selangor|40728|40000
Selangor|40730|40000
Selangor|40732|40000
Selangor|40800|40000
Selangor|40802|40000
Selangor|40804|40000
Selangor|40806|40000
Selangor|40808|40000
Selangor|40810|40000
Selangor|40990|40000
Selangor|41000|41000
Selangor|41050|41000
Selangor|41100|41000
Selangor|41150|41000
Selangor|41200|41000
Selangor|41250|41000
Selangor|41300|41000
Selangor|41400|41000
Selangor|41506|41000
Selangor|41560|41000
Selangor|41586|41000
Selangor|41672|41000
Selangor|41700|41000
Selangor|41710|41000
Selangor|41720|41000
Selangor|41900|41000
Selangor|41902|41000
Selangor|41904|41000
Selangor|41906|41000
Selangor|41908|41000
Selangor|41910|41000
Selangor|41912|41000
Selangor|41914|41000
Selangor|41916|41000
Selangor|41918|41000
Selangor|41990|41000
Selangor|42000|42000
Selangor|42009|42000
Selangor|42100|41000
Selangor|42200|42200
Selangor|42300|42300
Selangor|42500|42500
Selangor|42507|42500
Selangor|42509|42500
Selangor|42600|42600
Selangor|42610|42600
Selangor|42700|42700
Selangor|42800|42800
Selangor|42920|42920
Selangor|42940|42940
Selangor|42960|42960
Selangor|43000|43000
Selangor|43007|43000
Selangor|43009|43000
Selangor|43100|43100
Selangor|43200|43200
Selangor|43207|46300
Selangor|43300|43300
Selangor|43400|43400
Selangor|43500|43500
Selangor|43558|43000
Selangor|43600|43600
Selangor|43650|43600
Selangor|43657|43600
Selangor|43659|43600
Selangor|43700|43700
Selangor|43800|63000
Selangor|43807|63000
Selangor|43900|43900
Selangor|43950|43950
Selangor|44000|44000
Selangor|44010|44000
Selangor|44020|44000
Selangor|44100|44000
Selangor|44110|44000
Selangor|44200|44200
Selangor|44300|44300
Selangor|45000|45000
Selangor|45100|45100
Selangor|45200|45200
Selangor|45207|45200
Selangor|45300|45300
Selangor|45400|45400
Selangor|45500|45500
Selangor|45507|45500
Selangor|45600|45600
Selangor|45607|45600
Selangor|45609|45600
Selangor|45620|45600
Selangor|45700|45700
Selangor|45800|45800
Selangor|46000|46000
Selangor|46050|46000
Selangor|46100|46000
Selangor|46150|46150
Selangor|46200|46000
Selangor|46300|46300
Selangor|46350|46300
Selangor|46400|46000
Selangor|46506|46300
Selangor|46547|46300
Selangor|46549|46300
Selangor|46551|46300
Selangor|46564|46300
Selangor|46582|46300
Selangor|46598|46300
Selangor|46662|46300
Selangor|46667|46300
Selangor|46668|46300
Selangor|46672|46300
Selangor|46675|46300
Selangor|46700|46300
Selangor|46710|46300
Selangor|46720|46300
Selangor|46730|46300
Selangor|46740|46300
Selangor|46750|46300
Selangor|46760|46300
Selangor|46770|46300
Selangor|46780|46300
Selangor|46781|46300
Selangor|46782|46300
Selangor|46783|46300
Selangor|46784|46300
Selangor|46785|46300
Selangor|46786|46300
Selangor|46787|46300
Selangor|46788|46300
Selangor|46789|46300
Selangor|46790|46300
Selangor|46791|46300
Selangor|46792|46300
Selangor|46793|46300
Selangor|46794|46300
Selangor|46795|46300
Selangor|46796|46300
Selangor|46797|46300
Selangor|46798|46300
Selangor|46799|46300
Selangor|46800|46300
Selangor|46801|46300
Selangor|46802|46300
Selangor|46803|46300
Selangor|46804|46300
Selangor|46805|46300
Selangor|46806|46300
Selangor|46860|46300
Selangor|46870|46300
Selangor|46960|46300
Selangor|46962|46300
Selangor|46964|46300
Selangor|46966|46300
Selangor|46968|46300
Selangor|46970|46300
Selangor|46972|46300
Selangor|46974|46300
Selangor|46976|46300
Selangor|46978|46300
Selangor|47000|47000
Selangor|47100|47100
Selangor|47107|47100
Selangor|47109|47100
Selangor|47110|47100
Selangor|47120|47100
Selangor|47130|47100
Selangor|47140|47100
Selangor|47150|47100
Selangor|47160|47100
Selangor|47170|47100
Selangor|47180|47100
Selangor|47190|47100
Selangor|47200|47200
Selangor|47300|46000
Selangor|47301|46000
Selangor|47307|46300
Selangor|47400|46000
Selangor|47410|46000
Selangor|47500|47200
Selangor|47507|47200
Selangor|47600|47200
Selangor|47610|47200
Selangor|47620|47200
Selangor|47630|47200
Selangor|47640|47200
Selangor|47650|47200
Selangor|47800|46000
Selangor|47810|46000
Selangor|47820|46300
Selangor|47830|46000
Selangor|48000|48000
Selangor|48010|48000
Selangor|48020|48000
Selangor|48050|48000
Selangor|48100|48100
Selangor|48200|48200
Selangor|48300|48000
Selangor|63000|63000
Selangor|63100|63000
Selangor|64000|64000
Selangor|68000|68000
Selangor|68100|68100
Terengganu|20000|20000
Terengganu|20050|20000
Terengganu|20100|20000
Terengganu|20200|20000
Terengganu|20300|20000
Terengganu|20400|20000
Terengganu|20500|20000
Terengganu|20502|20000
Terengganu|20503|20000
Terengganu|20504|20000
Terengganu|20505|20000
Terengganu|20506|20000
Terengganu|20508|20000
Terengganu|20512|20000
Terengganu|20514|20000
Terengganu|20516|20000
Terengganu|20517|20000
Terengganu|20518|20000
Terengganu|20519|20000
Terengganu|20520|20000
Terengganu|20532|20000
Terengganu|20534|20000
Terengganu|20536|20000
Terengganu|20538|20000
Terengganu|20540|20000
Terengganu|20542|20000
Terengganu|20546|20000
Terengganu|20548|20000
Terengganu|20550|20000
Terengganu|20551|20000
Terengganu|20552|20000
Terengganu|20554|20000
Terengganu|20556|20000
Terengganu|20560|20000
Terengganu|20564|20000
Terengganu|20566|20000
Terengganu|20568|20000
Terengganu|20570|20000
Terengganu|20572|20000
Terengganu|20576|20000
Terengganu|20578|20000
Terengganu|20582|20000
Terengganu|20586|20000
Terengganu|20590|20000
Terengganu|20592|20000
Terengganu|20594|20000
Terengganu|20596|20000
Terengganu|20598|20000
Terengganu|20600|20000
Terengganu|20604|20000
Terengganu|20606|20000
Terengganu|20608|20000
Terengganu|20609|20000
Terengganu|20610|20000
Terengganu|20612|20000
Terengganu|20614|20000
Terengganu|20618|20000
Terengganu|20620|20000
Terengganu|20622|20000
Terengganu|20626|20000
Terengganu|20628|20000
Terengganu|20630|20000
Terengganu|20632|20000
Terengganu|20646|20000
Terengganu|20648|20000
Terengganu|20656|20000
Terengganu|20658|20000
Terengganu|20660|20000
Terengganu|20661|20000
Terengganu|20662|20000
Terengganu|20664|20000
Terengganu|20668|20000
Terengganu|20670|20000
Terengganu|20672|20000
Terengganu|20673|20000
Terengganu|20674|20000
Terengganu|20675|20000
Terengganu|20676|20000
Terengganu|20680|20000
Terengganu|20690|20000
Terengganu|20698|20000
Terengganu|20700|20000
Terengganu|20710|20000
Terengganu|20720|20000
Terengganu|20900|20000
Terengganu|20902|20000
Terengganu|20904|20000
Terengganu|20906|20000
Terengganu|20908|20000
Terengganu|20910|20000
Terengganu|20912|20000
Terengganu|20914|20000
Terengganu|20916|20000
Terengganu|20918|20000
Terengganu|20920|20000
Terengganu|20922|20000
Terengganu|20924|20000
Terengganu|20926|20000
Terengganu|20928|20000
Terengganu|20930|20000
Terengganu|20990|20000
Terengganu|21000|20000
Terengganu|21009|20000
Terengganu|21010|20000
Terengganu|21020|20000
Terengganu|21030|20000
Terengganu|21040|20000
Terengganu|21060|20000
Terengganu|21070|20000
Terengganu|21080|20000
Terengganu|21090|20000
Terengganu|21100|20000
Terengganu|21109|20000
Terengganu|21200|20000
Terengganu|21209|20000
Terengganu|21300|20000
Terengganu|21309|20000
Terengganu|21400|21400
Terengganu|21450|21450
Terengganu|21500|21500
Terengganu|21600|21600
Terengganu|21700|21700
Terengganu|21800|21800
Terengganu|21810|21800
Terengganu|22000|22000
Terengganu|22020|22000
Terengganu|22100|22100
Terengganu|22107|22100
Terengganu|22109|22100
Terengganu|22200|22200
Terengganu|22300|22300
Terengganu|22307|22300
Terengganu|22309|22300
Terengganu|23000|23000
Terengganu|23007|23000
Terengganu|23009|23000
Terengganu|23050|23000
Terengganu|23100|23100
Terengganu|23200|23200
Terengganu|23300|23300
Terengganu|23400|23400
Terengganu|24000|24000
Terengganu|24007|24060
Terengganu|24009|24060
Terengganu|24050|24050
Terengganu|24060|24060
Terengganu|24100|24100
Terengganu|24107|24100
Terengganu|24109|24100
Terengganu|24200|24200
Terengganu|24207|24200
Terengganu|24209|24200
Terengganu|24300|24300
WP Kuala Lumpur|50000|50000
WP Kuala Lumpur|50050|50000
WP Kuala Lumpur|50088|50000
WP Kuala Lumpur|50100|50000
WP Kuala Lumpur|50150|50000
WP Kuala Lumpur|50200|50000
WP Kuala Lumpur|50250|50000
WP Kuala Lumpur|50300|50000
WP Kuala Lumpur|50350|50000
WP Kuala Lumpur|50400|50000
WP Kuala Lumpur|50450|50000
WP Kuala Lumpur|50460|50000
WP Kuala Lumpur|50470|50000
WP Kuala Lumpur|50480|50000
WP Kuala Lumpur|50490|50000
WP Kuala Lumpur|50500|50000
WP Kuala Lumpur|50502|50000
WP Kuala Lumpur|50504|50000
WP Kuala Lumpur|50505|50000
WP Kuala Lumpur|50506|50000
WP Kuala Lumpur|50507|50000
WP Kuala Lumpur|50508|50000
WP Kuala Lumpur|50510|50000
WP Kuala Lumpur|50512|50000
WP Kuala Lumpur|50514|50000
WP Kuala Lumpur|50515|50000
WP Kuala Lumpur|50519|50000
WP Kuala Lumpur|50530|50000
WP Kuala Lumpur|50532|50000
WP Kuala Lumpur|50534|50000
WP Kuala Lumpur|50536|50000
WP Kuala Lumpur|50538|50000
WP Kuala Lumpur|50544|50000
WP Kuala Lumpur|50546|50000
WP Kuala Lumpur|50548|50000
WP Kuala Lumpur|50550|50000
WP Kuala Lumpur|50551|50000
WP Kuala Lumpur|50552|50000
WP Kuala Lumpur|50554|50000
WP Kuala Lumpur|50556|50000
WP Kuala Lumpur|50560|50000
WP Kuala Lumpur|50562|50000
WP Kuala Lumpur|50564|50000
WP Kuala Lumpur|50566|50000
WP Kuala Lumpur|50568|50000
WP Kuala Lumpur|50572|50000
WP Kuala Lumpur|50578|50000
WP Kuala Lumpur|50580|50000
WP Kuala Lumpur|50582|50000
WP Kuala Lumpur|50586|50000
WP Kuala Lumpur|50588|50000
WP Kuala Lumpur|50590|50000
WP Kuala Lumpur|50592|50000
WP Kuala Lumpur|50594|50000
WP Kuala Lumpur|50598|50000
WP Kuala Lumpur|50600|50000
WP Kuala Lumpur|50603|50000
WP Kuala Lumpur|50604|50000
WP Kuala Lumpur|50608|50000
WP Kuala Lumpur|50609|50000
WP Kuala Lumpur|50612|50000
WP Kuala Lumpur|50614|50000
WP Kuala Lumpur|50620|50000
WP Kuala Lumpur|50621|50000
WP Kuala Lumpur|50622|50000
WP Kuala Lumpur|50623|50000
WP Kuala Lumpur|50626|50000
WP Kuala Lumpur|50632|50000
WP Kuala Lumpur|50634|50000
WP Kuala Lumpur|50640|50000
WP Kuala Lumpur|50644|50000
WP Kuala Lumpur|50646|50000
WP Kuala Lumpur|50648|50000
WP Kuala Lumpur|50650|50000
WP Kuala Lumpur|50652|50000
WP Kuala Lumpur|50653|50000
WP Kuala Lumpur|50658|50000
WP Kuala Lumpur|50660|50000
WP Kuala Lumpur|50662|50000
WP Kuala Lumpur|50664|50000
WP Kuala Lumpur|50670|50000
WP Kuala Lumpur|50672|50000
WP Kuala Lumpur|50673|50000
WP Kuala Lumpur|50676|50000
WP Kuala Lumpur|50677|50000
WP Kuala Lumpur|50678|50000
WP Kuala Lumpur|50680|50000
WP Kuala Lumpur|50682|50000
WP Kuala Lumpur|50684|50000
WP Kuala Lumpur|50688|50000
WP Kuala Lumpur|50694|50000
WP Kuala Lumpur|50695|50000
WP Kuala Lumpur|50700|50000
WP Kuala Lumpur|50702|50000
WP Kuala Lumpur|50704|50000
WP Kuala Lumpur|50706|50000
WP Kuala Lumpur|50708|50000
WP Kuala Lumpur|50710|50000
WP Kuala Lumpur|50712|50000
WP Kuala Lumpur|50714|50000
WP Kuala Lumpur|50716|50000
WP Kuala Lumpur|50718|50000
WP Kuala Lumpur|50720|50000
WP Kuala Lumpur|50722|50000
WP Kuala Lumpur|50724|50000
WP Kuala Lumpur|50726|50000
WP Kuala Lumpur|50728|50000
WP Kuala Lumpur|50730|50000
WP Kuala Lumpur|50732|50000
WP Kuala Lumpur|50734|50000
WP Kuala Lumpur|50735|50000
WP Kuala Lumpur|50736|50000
WP Kuala Lumpur|50738|50000
WP Kuala Lumpur|50740|50000
WP Kuala Lumpur|50742|50000
WP Kuala Lumpur|50744|50000
WP Kuala Lumpur|50746|50000
WP Kuala Lumpur|50748|50000
WP Kuala Lumpur|50750|50000
WP Kuala Lumpur|50752|50000
WP Kuala Lumpur|50754|50000
WP Kuala Lumpur|50756|50000
WP Kuala Lumpur|50758|50000
WP Kuala Lumpur|50760|50000
WP Kuala Lumpur|50762|50000
WP Kuala Lumpur|50764|50000
WP Kuala Lumpur|50766|50000
WP Kuala Lumpur|50768|50000
WP Kuala Lumpur|50770|50000
WP Kuala Lumpur|50772|50000
WP Kuala Lumpur|50774|50000
WP Kuala Lumpur|50776|50000
WP Kuala Lumpur|50778|50000
WP Kuala Lumpur|50780|50000
WP Kuala Lumpur|50782|50000
WP Kuala Lumpur|50784|50000
WP Kuala Lumpur|50786|50000
WP Kuala Lumpur|50788|50000
WP Kuala Lumpur|50790|50000
WP Kuala Lumpur|50792|50000
WP Kuala Lumpur|50794|50000
WP Kuala Lumpur|50796|50000
WP Kuala Lumpur|50798|50000
WP Kuala Lumpur|50800|50000
WP Kuala Lumpur|50802|50000
WP Kuala Lumpur|50804|50000
WP Kuala Lumpur|50806|50000
WP Kuala Lumpur|50808|50000
WP Kuala Lumpur|50810|50000
WP Kuala Lumpur|50812|50000
WP Kuala Lumpur|50814|50000
WP Kuala Lumpur|50816|50000
WP Kuala Lumpur|50818|50000
WP Kuala Lumpur|50901|50000
WP Kuala Lumpur|50902|50000
WP Kuala Lumpur|50903|50000
WP Kuala Lumpur|50904|50000
WP Kuala Lumpur|50905|50000
WP Kuala Lumpur|50906|50000
WP Kuala Lumpur|50907|50000
WP Kuala Lumpur|50908|50000
WP Kuala Lumpur|50909|50000
WP Kuala Lumpur|50910|50000
WP Kuala Lumpur|50911|50000
WP Kuala Lumpur|50912|50000
WP Kuala Lumpur|50913|50000
WP Kuala Lumpur|50914|50000
WP Kuala Lumpur|50915|50000
WP Kuala Lumpur|50916|50000
WP Kuala Lumpur|50917|50000
WP Kuala Lumpur|50918|50000
WP Kuala Lumpur|50919|50000
WP Kuala Lumpur|50920|50000
WP Kuala Lumpur|50921|50000
WP Kuala Lumpur|50922|50000
WP Kuala Lumpur|50923|50000
WP Kuala Lumpur|50924|50000
WP Kuala Lumpur|50925|50000
WP Kuala Lumpur|50926|50000
WP Kuala Lumpur|50927|50000
WP Kuala Lumpur|50928|50000
WP Kuala Lumpur|50929|50000
WP Kuala Lumpur|50930|50000
WP Kuala Lumpur|50931|50000
WP Kuala Lumpur|50932|50000
WP Kuala Lumpur|50933|50000
WP Kuala Lumpur|50934|50000
WP Kuala Lumpur|50935|50000
WP Kuala Lumpur|50936|50000
WP Kuala Lumpur|50937|50000
WP Kuala Lumpur|50938|50000
WP Kuala Lumpur|50939|50000
WP Kuala Lumpur|50940|50000
WP Kuala Lumpur|50941|50000
WP Kuala Lumpur|50942|50000
WP Kuala Lumpur|50943|50000
WP Kuala Lumpur|50944|50000
WP Kuala Lumpur|50945|50000
WP Kuala Lumpur|50946|50000
WP Kuala Lumpur|50947|50000
WP Kuala Lumpur|50948|50000
WP Kuala Lumpur|50949|50000
WP Kuala Lumpur|50950|50000
WP Kuala Lumpur|50988|50000
WP Kuala Lumpur|50989|50000
WP Kuala Lumpur|50990|50000
WP Kuala Lumpur|51000|50000
WP Kuala Lumpur|51100|50000
WP Kuala Lumpur|51200|50000
WP Kuala Lumpur|51700|50000
WP Kuala Lumpur|51990|50000
WP Kuala Lumpur|52000|50000
WP Kuala Lumpur|52100|50000
WP Kuala Lumpur|52200|50000
WP Kuala Lumpur|52700|50000
WP Kuala Lumpur|53000|50000
WP Kuala Lumpur|53100|53100
WP Kuala Lumpur|53200|50000
WP Kuala Lumpur|53300|50000
WP Kuala Lumpur|53700|50000
WP Kuala Lumpur|53800|50000
WP Kuala Lumpur|53990|50000
WP Kuala Lumpur|54000|50000
WP Kuala Lumpur|54100|50000
WP Kuala Lumpur|54200|50000
WP Kuala Lumpur|55000|50000
WP Kuala Lumpur|55100|50000
WP Kuala Lumpur|55188|50000
WP Kuala Lumpur|55200|50000
WP Kuala Lumpur|55300|50000
WP Kuala Lumpur|55700|50000
WP Kuala Lumpur|55710|50000
WP Kuala Lumpur|55720|50000
WP Kuala Lumpur|55900|50000
WP Kuala Lumpur|55902|50000
WP Kuala Lumpur|55904|50000
WP Kuala Lumpur|55906|50000
WP Kuala Lumpur|55908|50000
WP Kuala Lumpur|55910|50000
WP Kuala Lumpur|55912|50000
WP Kuala Lumpur|55914|50000
WP Kuala Lumpur|55916|50000
WP Kuala Lumpur|55918|50000
WP Kuala Lumpur|55920|50000
WP Kuala Lumpur|55922|50000
WP Kuala Lumpur|55924|50000
WP Kuala Lumpur|55926|50000
WP Kuala Lumpur|55928|50000
WP Kuala Lumpur|55930|50000
WP Kuala Lumpur|55932|50000
WP Kuala Lumpur|55934|50000
WP Kuala Lumpur|55990|50000
WP Kuala Lumpur|56000|50000
WP Kuala Lumpur|56100|50000
WP Kuala Lumpur|57000|50000
WP Kuala Lumpur|57100|50000
WP Kuala Lumpur|57700|50000
WP Kuala Lumpur|57990|50000
WP Kuala Lumpur|58000|50000
WP Kuala Lumpur|58100|50000
WP Kuala Lumpur|58200|50000
WP Kuala Lumpur|58700|50000
WP Kuala Lumpur|58990|50000
WP Kuala Lumpur|59000|50000
WP Kuala Lumpur|59100|50000
WP Kuala Lumpur|59200|50000
WP Kuala Lumpur|59700|50000
WP Kuala Lumpur|59800|50000
WP Kuala Lumpur|59990|50000
WP Kuala Lumpur|60000|50000
WP Labuan|87000|87000
WP Labuan|87010|87000
WP Labuan|87011|87000
WP Labuan|87012|87000
WP Labuan|87013|87000
WP Labuan|87014|87000
WP Labuan|87015|87000
WP Labuan|87016|87000
WP Labuan|87017|87000
WP Labuan|87018|87000
WP Labuan|87019|87000
WP Labuan|87020|87000
WP Labuan|87021|87000
WP Labuan|87022|87000
WP Labuan|87023|87000
WP Labuan|87024|87000
WP Labuan|87025|87000
WP Labuan|87026|87000
WP Labuan|87027|87000
WP Labuan|87028|87000
WP Labuan|87029|87000
WP Labuan|87030|87000
WP Labuan|87031|87000
WP Labuan|87032|87000
WP Labuan|87033|87000
WP Putrajaya|62000|62000
WP Putrajaya|62050|62000
WP Putrajaya|62100|62000
WP Putrajaya|62150|62000
WP Putrajaya|62200|62000
WP Putrajaya|62250|62000
WP Putrajaya|62300|62000
WP Putrajaya|62502|62000
WP Putrajaya|62504|62000
WP Putrajaya|62505|62000
WP Putrajaya|62506|62000
WP Putrajaya|62510|62000
WP Putrajaya|62512|62000
WP Putrajaya|62514|62000
WP Putrajaya|62516|62000
WP Putrajaya|62517|62000
WP Putrajaya|62518|62000
WP Putrajaya|62519|62000
WP Putrajaya|62520|62000
WP Putrajaya|62522|62000
WP Putrajaya|62524|62000
WP Putrajaya|62526|62000
WP Putrajaya|62527|62000
WP Putrajaya|62530|62000
WP Putrajaya|62532|62000
WP Putrajaya|62536|62000
WP Putrajaya|62540|62000
WP Putrajaya|62542|62000
WP Putrajaya|62546|62000
WP Putrajaya|62550|62000
WP Putrajaya|62551|62000
WP Putrajaya|62564|62000
WP Putrajaya|62570|62000
WP Putrajaya|62574|62000
WP Putrajaya|62576|62000
WP Putrajaya|62582|62000
WP Putrajaya|62584|62000
WP Putrajaya|62590|62000
WP Putrajaya|62592|62000
WP Putrajaya|62594|62000
WP Putrajaya|62596|62000
WP Putrajaya|62600|62000
WP Putrajaya|62602|62000
WP Putrajaya|62604|62000
WP Putrajaya|62605|62000
WP Putrajaya|62606|62000
WP Putrajaya|62607|62000
WP Putrajaya|62612|62000
WP Putrajaya|62616|62000
WP Putrajaya|62618|62000
WP Putrajaya|62620|62000
WP Putrajaya|62622|62000
WP Putrajaya|62623|62000
WP Putrajaya|62624|62000
WP Putrajaya|62628|62000
WP Putrajaya|62630|62000
WP Putrajaya|62632|62000
WP Putrajaya|62640|62000
WP Putrajaya|62644|62000
WP Putrajaya|62648|62000
WP Putrajaya|62652|62000
WP Putrajaya|62654|62000
WP Putrajaya|62662|62000
WP Putrajaya|62668|62000
WP Putrajaya|62670|62000
WP Putrajaya|62674|62000
WP Putrajaya|62675|62000
WP Putrajaya|62676|62000
WP Putrajaya|62677|62000
WP Putrajaya|62686|62000
WP Putrajaya|62690|62000
WP Putrajaya|62692|62000
