ppv_region|master_postcode_1|lat_1|lon_1|master_postcode_2|lat_2|lon_2
Johor|83200|1.7488|103.04918|86600|2.186827|103.195048
Johor|83200|1.7488|103.04918|86700|2.35178611|103.67363889
Johor|83200|1.7488|103.04918|86800|2.431857|103.837858
Johor|83200|1.7488|103.04918|86900|2.649929|103.620892
Johor|83300|1.85359524|103.03089387|83400|1.97285833|102.963668
Johor|83300|1.85359524|103.03089387|83500|1.975481|102.884558
Johor|83300|1.85359524|103.03089387|83600|1.882279|102.782926
Johor|83300|1.85359524|103.03089387|83700|2.012567|103.062496
Johor|83300|1.85359524|103.03089387|84000|2.043699|102.563797
Johor|83300|1.85359524|103.03089387|84150|1.959748|102.643208
Johor|83300|1.85359524|103.03089387|84300|2.097444|102.63547
Johor|83300|1.85359524|103.03089387|84400|2.146578|102.563927
Johor|83300|1.85359524|103.03089387|84500|2.16567778|102.724472
Johor|83300|1.85359524|103.03089387|84600|2.148084|102.770065
Johor|83300|1.85359524|103.03089387|84700|2.207977|102.711164
Johor|83300|1.85359524|103.03089387|84800|2.212716|102.654792
Johor|83300|1.85359524|103.03089387|84900|2.276266|102.545695
Johor|83300|1.85359524|103.03089387|85000|2.510854|102.815861
Johor|83300|1.85359524|103.03089387|85100|2.576392|102.708061
Johor|83300|1.85359524|103.03089387|85200|2.43989|102.68478
Johor|83300|1.85359524|103.03089387|85300|2.381831|103.020378
Johor|83300|1.85359524|103.03089387|85400|2.24841|103.041481
Johor|83300|1.85359524|103.03089387|86000|2.033562|103.317863
Johor|83300|1.85359524|103.03089387|86100|1.95696949213521|103.206130366391
Johor|83300|1.85359524|103.03089387|86200|1.826888|103.310781
Johor|83300|1.85359524|103.03089387|86300|1.88443263|103.40286959
Johor|83300|1.85359524|103.03089387|86400|1.865015|103.110069
Johor|83300|1.85359524|103.03089387|86500|2.29360198|103.12991681
Johor|83300|1.85359524|103.03089387|86600|2.186827|103.195048
Johor|83300|1.85359524|103.03089387|86700|2.35178611|103.67363889
Johor|83300|1.85359524|103.03089387|86800|2.431857|103.837858
Johor|83300|1.85359524|103.03089387|86900|2.649929|103.620892
Johor|83400|1.97285833|102.963668|83500|1.975481|102.884558
Johor|83400|1.97285833|102.963668|83600|1.882279|102.782926
Johor|83400|1.97285833|102.963668|83700|2.012567|103.062496
Johor|83400|1.97285833|102.963668|84000|2.043699|102.563797
Johor|83400|1.97285833|102.963668|84150|1.959748|102.643208
Johor|83400|1.97285833|102.963668|84300|2.097444|102.63547
Johor|83400|1.97285833|102.963668|84400|2.146578|102.563927
Johor|83400|1.97285833|102.963668|84500|2.16567778|102.724472
Johor|83400|1.97285833|102.963668|84600|2.148084|102.770065
Johor|83400|1.97285833|102.963668|84700|2.207977|102.711164
Johor|83400|1.97285833|102.963668|84800|2.212716|102.654792
Johor|83400|1.97285833|102.963668|84900|2.276266|102.545695
Johor|83400|1.97285833|102.963668|85000|2.510854|102.815861
Johor|83400|1.97285833|102.963668|85100|2.576392|102.708061
Johor|83400|1.97285833|102.963668|85200|2.43989|102.68478
Johor|83400|1.97285833|102.963668|85300|2.381831|103.020378
Johor|83400|1.97285833|102.963668|85400|2.24841|103.041481
Johor|83400|1.97285833|102.963668|86000|2.033562|103.317863
Johor|83400|1.97285833|102.963668|86100|1.95696949213521|103.206130366391
Johor|83400|1.97285833|102.963668|86200|1.826888|103.310781
Johor|83400|1.97285833|102.963668|86300|1.88443263|103.40286959
Johor|83400|1.97285833|102.963668|86400|1.865015|103.110069
Johor|83400|1.97285833|102.963668|86500|2.29360198|103.12991681
Johor|83400|1.97285833|102.963668|86600|2.186827|103.195048
Johor|83400|1.97285833|102.963668|86700|2.35178611|103.67363889
Johor|83400|1.97285833|102.963668|86800|2.431857|103.837858
Johor|83400|1.97285833|102.963668|86900|2.649929|103.620892
Johor|83500|1.975481|102.884558|83600|1.882279|102.782926
Johor|83500|1.975481|102.884558|83700|2.012567|103.062496
Johor|83500|1.975481|102.884558|84000|2.043699|102.563797
Johor|83500|1.975481|102.884558|84150|1.959748|102.643208
Johor|83500|1.975481|102.884558|84300|2.097444|102.63547
Johor|83500|1.975481|102.884558|84400|2.146578|102.563927
Johor|83500|1.975481|102.884558|84500|2.16567778|102.724472
Johor|83500|1.975481|102.884558|84600|2.148084|102.770065
Johor|83500|1.975481|102.884558|84700|2.207977|102.711164
Johor|83500|1.975481|102.884558|84800|2.212716|102.654792
Johor|83500|1.975481|102.884558|84900|2.276266|102.545695
Johor|83500|1.975481|102.884558|85000|2.510854|102.815861
Johor|83500|1.975481|102.884558|85100|2.576392|102.708061
Johor|83500|1.975481|102.884558|85200|2.43989|102.68478
Johor|83500|1.975481|102.884558|85300|2.381831|103.020378
Johor|83500|1.975481|102.884558|85400|2.24841|103.041481
Johor|83500|1.975481|102.884558|86000|2.033562|103.317863
Johor|83500|1.975481|102.884558|86100|1.95696949213521|103.206130366391
Johor|83500|1.975481|102.884558|86200|1.826888|103.310781
Johor|83500|1.975481|102.884558|86300|1.88443263|103.40286959
Johor|83500|1.975481|102.884558|86400|1.865015|103.110069
Johor|83500|1.975481|102.884558|86500|2.29360198|103.12991681
Johor|83500|1.975481|102.884558|86600|2.186827|103.195048
Johor|83500|1.975481|102.884558|86700|2.35178611|103.67363889
Johor|83500|1.975481|102.884558|86800|2.431857|103.837858
Johor|83500|1.975481|102.884558|86900|2.649929|103.620892
Johor|83600|1.882279|102.782926|83700|2.012567|103.062496
Johor|83600|1.882279|102.782926|84000|2.043699|102.563797
Johor|83600|1.882279|102.782926|84150|1.959748|102.643208
Johor|83600|1.882279|102.782926|84300|2.097444|102.63547
Johor|83600|1.882279|102.782926|84400|2.146578|102.563927
Johor|83600|1.882279|102.782926|84500|2.16567778|102.724472
Johor|83600|1.882279|102.782926|84600|2.148084|102.770065
Johor|83600|1.882279|102.782926|84700|2.207977|102.711164
Johor|83600|1.882279|102.782926|84800|2.212716|102.654792
Johor|83600|1.882279|102.782926|84900|2.276266|102.545695
Johor|83600|1.882279|102.782926|85000|2.510854|102.815861
Johor|83600|1.882279|102.782926|85100|2.576392|102.708061
Johor|83600|1.882279|102.782926|85200|2.43989|102.68478
Johor|83600|1.882279|102.782926|85300|2.381831|103.020378
Johor|83600|1.882279|102.782926|85400|2.24841|103.041481
Johor|83600|1.882279|102.782926|86000|2.033562|103.317863
Johor|83600|1.882279|102.782926|86100|1.95696949213521|103.206130366391
Johor|83600|1.882279|102.782926|86200|1.826888|103.310781
Johor|83600|1.882279|102.782926|86300|1.88443263|103.40286959
Johor|83600|1.882279|102.782926|86400|1.865015|103.110069
Johor|83600|1.882279|102.782926|86500|2.29360198|103.12991681
Johor|83600|1.882279|102.782926|86600|2.186827|103.195048
Johor|83600|1.882279|102.782926|86700|2.35178611|103.67363889
Johor|83600|1.882279|102.782926|86800|2.431857|103.837858
Johor|83600|1.882279|102.782926|86900|2.649929|103.620892
Johor|83700|2.012567|103.062496|84000|2.043699|102.563797
Johor|83700|2.012567|103.062496|84150|1.959748|102.643208
Johor|83700|2.012567|103.062496|84300|2.097444|102.63547
Johor|83700|2.012567|103.062496|84400|2.146578|102.563927
Johor|83700|2.012567|103.062496|84500|2.16567778|102.724472
Johor|83700|2.012567|103.062496|84600|2.148084|102.770065
Johor|83700|2.012567|103.062496|84700|2.207977|102.711164
Johor|83700|2.012567|103.062496|84800|2.212716|102.654792
Johor|83700|2.012567|103.062496|84900|2.276266|102.545695
Johor|83700|2.012567|103.062496|85000|2.510854|102.815861
Johor|83700|2.012567|103.062496|85100|2.576392|102.708061
Johor|83700|2.012567|103.062496|85200|2.43989|102.68478
Johor|83700|2.012567|103.062496|85300|2.381831|103.020378
Johor|83700|2.012567|103.062496|85400|2.24841|103.041481
Johor|83700|2.012567|103.062496|86000|2.033562|103.317863
Johor|83700|2.012567|103.062496|86100|1.95696949213521|103.206130366391
Johor|83700|2.012567|103.062496|86200|1.826888|103.310781
Johor|83700|2.012567|103.062496|86300|1.88443263|103.40286959
Johor|83700|2.012567|103.062496|86400|1.865015|103.110069
Johor|83700|2.012567|103.062496|86500|2.29360198|103.12991681
Johor|83700|2.012567|103.062496|86600|2.186827|103.195048
Johor|83700|2.012567|103.062496|86700|2.35178611|103.67363889
Johor|83700|2.012567|103.062496|86800|2.431857|103.837858
Johor|83700|2.012567|103.062496|86900|2.649929|103.620892
Johor|84000|2.043699|102.563797|84150|1.959748|102.643208
Johor|84000|2.043699|102.563797|84300|2.097444|102.63547
Johor|84000|2.043699|102.563797|84400|2.146578|102.563927
Johor|84000|2.043699|102.563797|84500|2.16567778|102.724472
Johor|84000|2.043699|102.563797|84600|2.148084|102.770065
Johor|84000|2.043699|102.563797|84700|2.207977|102.711164
Johor|84000|2.043699|102.563797|84800|2.212716|102.654792
Johor|84000|2.043699|102.563797|84900|2.276266|102.545695
Johor|84000|2.043699|102.563797|85000|2.510854|102.815861
Johor|84000|2.043699|102.563797|85100|2.576392|102.708061
Johor|84000|2.043699|102.563797|85200|2.43989|102.68478
Johor|84000|2.043699|102.563797|85300|2.381831|103.020378
Johor|84000|2.043699|102.563797|85400|2.24841|103.041481
Johor|84000|2.043699|102.563797|86000|2.033562|103.317863
Johor|84000|2.043699|102.563797|86100|1.95696949213521|103.206130366391
Johor|84000|2.043699|102.563797|86200|1.826888|103.310781
Johor|84000|2.043699|102.563797|86300|1.88443263|103.40286959
Johor|84000|2.043699|102.563797|86400|1.865015|103.110069
Johor|84000|2.043699|102.563797|86500|2.29360198|103.12991681
Johor|84000|2.043699|102.563797|86600|2.186827|103.195048
Johor|84000|2.043699|102.563797|86700|2.35178611|103.67363889
Johor|84000|2.043699|102.563797|86800|2.431857|103.837858
Johor|84000|2.043699|102.563797|86900|2.649929|103.620892
Johor|84150|1.959748|102.643208|84300|2.097444|102.63547
Johor|84150|1.959748|102.643208|84400|2.146578|102.563927
Johor|84150|1.959748|102.643208|84500|2.16567778|102.724472
Johor|84150|1.959748|102.643208|84600|2.148084|102.770065
Johor|84150|1.959748|102.643208|84700|2.207977|102.711164
Johor|84150|1.959748|102.643208|84800|2.212716|102.654792
Johor|84150|1.959748|102.643208|84900|2.276266|102.545695
Johor|84150|1.959748|102.643208|85000|2.510854|102.815861
Johor|84150|1.959748|102.643208|85100|2.576392|102.708061
Johor|84150|1.959748|102.643208|85200|2.43989|102.68478
Johor|84150|1.959748|102.643208|85300|2.381831|103.020378
Johor|84150|1.959748|102.643208|85400|2.24841|103.041481
Johor|84150|1.959748|102.643208|86000|2.033562|103.317863
Johor|84150|1.959748|102.643208|86100|1.95696949213521|103.206130366391
Johor|84150|1.959748|102.643208|86200|1.826888|103.310781
Johor|84150|1.959748|102.643208|86300|1.88443263|103.40286959
Johor|84150|1.959748|102.643208|86400|1.865015|103.110069
Johor|84150|1.959748|102.643208|86500|2.29360198|103.12991681
Johor|84150|1.959748|102.643208|86600|2.186827|103.195048
Johor|84150|1.959748|102.643208|86700|2.35178611|103.67363889
Johor|84150|1.959748|102.643208|86800|2.431857|103.837858
Johor|84150|1.959748|102.643208|86900|2.649929|103.620892
Johor|84300|2.097444|102.63547|84400|2.146578|102.563927
Johor|84300|2.097444|102.63547|84500|2.16567778|102.724472
Johor|84300|2.097444|102.63547|84600|2.148084|102.770065
Johor|84300|2.097444|102.63547|84700|2.207977|102.711164
Johor|84300|2.097444|102.63547|84800|2.212716|102.654792
Johor|84300|2.097444|102.63547|84900|2.276266|102.545695
Johor|84300|2.097444|102.63547|85000|2.510854|102.815861
Johor|84300|2.097444|102.63547|85100|2.576392|102.708061
Johor|84300|2.097444|102.63547|85200|2.43989|102.68478
Johor|84300|2.097444|102.63547|85300|2.381831|103.020378
Johor|84300|2.097444|102.63547|85400|2.24841|103.041481
Johor|84300|2.097444|102.63547|86000|2.033562|103.317863
Johor|84300|2.097444|102.63547|86100|1.95696949213521|103.206130366391
Johor|84300|2.097444|102.63547|86200|1.826888|103.310781
Johor|84300|2.097444|102.63547|86300|1.88443263|103.40286959
Johor|84300|2.097444|102.63547|86400|1.865015|103.110069
Johor|84300|2.097444|102.63547|86500|2.29360198|103.12991681
Johor|84300|2.097444|102.63547|86600|2.186827|103.195048
Johor|84300|2.097444|102.63547|86700|2.35178611|103.67363889
Johor|84300|2.097444|102.63547|86800|2.431857|103.837858
Johor|84300|2.097444|102.63547|86900|2.649929|103.620892
Johor|84400|2.146578|102.563927|84500|2.16567778|102.724472
Johor|84400|2.146578|102.563927|84600|2.148084|102.770065
Johor|84400|2.146578|102.563927|84700|2.207977|102.711164
Johor|84400|2.146578|102.563927|84800|2.212716|102.654792
Johor|84400|2.146578|102.563927|84900|2.276266|102.545695
Johor|84400|2.146578|102.563927|85000|2.510854|102.815861
Johor|84400|2.146578|102.563927|85100|2.576392|102.708061
Johor|84400|2.146578|102.563927|85200|2.43989|102.68478
Johor|84400|2.146578|102.563927|85300|2.381831|103.020378
Johor|84400|2.146578|102.563927|85400|2.24841|103.041481
Johor|84400|2.146578|102.563927|86000|2.033562|103.317863
Johor|84400|2.146578|102.563927|86100|1.95696949213521|103.206130366391
Johor|84400|2.146578|102.563927|86200|1.826888|103.310781
Johor|84400|2.146578|102.563927|86300|1.88443263|103.40286959
Johor|84400|2.146578|102.563927|86400|1.865015|103.110069
Johor|84400|2.146578|102.563927|86500|2.29360198|103.12991681
Johor|84400|2.146578|102.563927|86600|2.186827|103.195048
Johor|84400|2.146578|102.563927|86700|2.35178611|103.67363889
Johor|84400|2.146578|102.563927|86800|2.431857|103.837858
Johor|84400|2.146578|102.563927|86900|2.649929|103.620892
Johor|84500|2.16567778|102.724472|84600|2.148084|102.770065
Johor|84500|2.16567778|102.724472|84700|2.207977|102.711164
Johor|84500|2.16567778|102.724472|84800|2.212716|102.654792
Johor|84500|2.16567778|102.724472|84900|2.276266|102.545695
Johor|84500|2.16567778|102.724472|85000|2.510854|102.815861
Johor|84500|2.16567778|102.724472|85100|2.576392|102.708061
Johor|84500|2.16567778|102.724472|85200|2.43989|102.68478
Johor|84500|2.16567778|102.724472|85300|2.381831|103.020378
Johor|84500|2.16567778|102.724472|85400|2.24841|103.041481
Johor|84500|2.16567778|102.724472|86000|2.033562|103.317863
Johor|84500|2.16567778|102.724472|86100|1.95696949213521|103.206130366391
Johor|84500|2.16567778|102.724472|86200|1.826888|103.310781
Johor|84500|2.16567778|102.724472|86300|1.88443263|103.40286959
Johor|84500|2.16567778|102.724472|86400|1.865015|103.110069
Johor|84500|2.16567778|102.724472|86500|2.29360198|103.12991681
Johor|84500|2.16567778|102.724472|86600|2.186827|103.195048
Johor|84500|2.16567778|102.724472|86700|2.35178611|103.67363889
Johor|84500|2.16567778|102.724472|86800|2.431857|103.837858
Johor|84500|2.16567778|102.724472|86900|2.649929|103.620892
Johor|84600|2.148084|102.770065|84700|2.207977|102.711164
Johor|84600|2.148084|102.770065|84800|2.212716|102.654792
Johor|84600|2.148084|102.770065|84900|2.276266|102.545695
Johor|84600|2.148084|102.770065|85000|2.510854|102.815861
Johor|84600|2.148084|102.770065|85100|2.576392|102.708061
Johor|84600|2.148084|102.770065|85200|2.43989|102.68478
Johor|84600|2.148084|102.770065|85300|2.381831|103.020378
Johor|84600|2.148084|102.770065|85400|2.24841|103.041481
Johor|84600|2.148084|102.770065|86000|2.033562|103.317863
Johor|84600|2.148084|102.770065|86100|1.95696949213521|103.206130366391
Johor|84600|2.148084|102.770065|86200|1.826888|103.310781
Johor|84600|2.148084|102.770065|86300|1.88443263|103.40286959
Johor|84600|2.148084|102.770065|86400|1.865015|103.110069
Johor|84600|2.148084|102.770065|86500|2.29360198|103.12991681
Johor|84600|2.148084|102.770065|86600|2.186827|103.195048
Johor|84600|2.148084|102.770065|86700|2.35178611|103.67363889
Johor|84600|2.148084|102.770065|86800|2.431857|103.837858
Johor|84600|2.148084|102.770065|86900|2.649929|103.620892
Johor|84700|2.207977|102.711164|84800|2.212716|102.654792
Johor|84700|2.207977|102.711164|84900|2.276266|102.545695
Johor|84700|2.207977|102.711164|85000|2.510854|102.815861
Johor|84700|2.207977|102.711164|85100|2.576392|102.708061
Johor|84700|2.207977|102.711164|85200|2.43989|102.68478
Johor|84700|2.207977|102.711164|85300|2.381831|103.020378
Johor|84700|2.207977|102.711164|85400|2.24841|103.041481
Johor|84700|2.207977|102.711164|86000|2.033562|103.317863
Johor|84700|2.207977|102.711164|86100|1.95696949213521|103.206130366391
Johor|84700|2.207977|102.711164|86200|1.826888|103.310781
Johor|84700|2.207977|102.711164|86300|1.88443263|103.40286959
Johor|84700|2.207977|102.711164|86400|1.865015|103.110069
Johor|84700|2.207977|102.711164|86500|2.29360198|103.12991681
Johor|84700|2.207977|102.711164|86600|2.186827|103.195048
Johor|84700|2.207977|102.711164|86700|2.35178611|103.67363889
Johor|84700|2.207977|102.711164|86800|2.431857|103.837858
Johor|84700|2.207977|102.711164|86900|2.649929|103.620892
Johor|84800|2.212716|102.654792|84900|2.276266|102.545695
Johor|84800|2.212716|102.654792|85000|2.510854|102.815861
Johor|84800|2.212716|102.654792|85100|2.576392|102.708061
Johor|84800|2.212716|102.654792|85200|2.43989|102.68478
Johor|84800|2.212716|102.654792|85300|2.381831|103.020378
Johor|84800|2.212716|102.654792|85400|2.24841|103.041481
Johor|84800|2.212716|102.654792|86000|2.033562|103.317863
Johor|84800|2.212716|102.654792|86100|1.95696949213521|103.206130366391
Johor|84800|2.212716|102.654792|86200|1.826888|103.310781
Johor|84800|2.212716|102.654792|86300|1.88443263|103.40286959
Johor|84800|2.212716|102.654792|86400|1.865015|103.110069
Johor|84800|2.212716|102.654792|86500|2.29360198|103.12991681
Johor|84800|2.212716|102.654792|86600|2.186827|103.195048
Johor|84800|2.212716|102.654792|86700|2.35178611|103.67363889
Johor|84800|2.212716|102.654792|86800|2.431857|103.837858
Johor|84800|2.212716|102.654792|86900|2.649929|103.620892
Johor|84900|2.276266|102.545695|85000|2.510854|102.815861
Johor|84900|2.276266|102.545695|85100|2.576392|102.708061
Johor|84900|2.276266|102.545695|85200|2.43989|102.68478
Johor|84900|2.276266|102.545695|85300|2.381831|103.020378
Johor|84900|2.276266|102.545695|85400|2.24841|103.041481
Johor|84900|2.276266|102.545695|86000|2.033562|103.317863
Johor|84900|2.276266|102.545695|86100|1.95696949213521|103.206130366391
Johor|84900|2.276266|102.545695|86200|1.826888|103.310781
Johor|84900|2.276266|102.545695|86300|1.88443263|103.40286959
Johor|84900|2.276266|102.545695|86400|1.865015|103.110069
Johor|84900|2.276266|102.545695|86500|2.29360198|103.12991681
Johor|84900|2.276266|102.545695|86600|2.186827|103.195048
Johor|84900|2.276266|102.545695|86700|2.35178611|103.67363889
Johor|84900|2.276266|102.545695|86800|2.431857|103.837858
Johor|84900|2.276266|102.545695|86900|2.649929|103.620892
Johor|85000|2.510854|102.815861|85100|2.576392|102.708061
Johor|85000|2.510854|102.815861|85200|2.43989|102.68478
Johor|85000|2.510854|102.815861|85300|2.381831|103.020378
Johor|85000|2.510854|102.815861|85400|2.24841|103.041481
Johor|85000|2.510854|102.815861|86000|2.033562|103.317863
Johor|85000|2.510854|102.815861|86100|1.95696949213521|103.206130366391
Johor|85000|2.510854|102.815861|86200|1.826888|103.310781
Johor|85000|2.510854|102.815861|86300|1.88443263|103.40286959
Johor|85000|2.510854|102.815861|86400|1.865015|103.110069
Johor|85000|2.510854|102.815861|86500|2.29360198|103.12991681
Johor|85000|2.510854|102.815861|86600|2.186827|103.195048
Johor|85000|2.510854|102.815861|86700|2.35178611|103.67363889
Johor|85000|2.510854|102.815861|86800|2.431857|103.837858
Johor|85000|2.510854|102.815861|86900|2.649929|103.620892
Johor|85100|2.576392|102.708061|85200|2.43989|102.68478
Johor|85100|2.576392|102.708061|85300|2.381831|103.020378
Johor|85100|2.576392|102.708061|85400|2.24841|103.041481
Johor|85100|2.576392|102.708061|86000|2.033562|103.317863
Johor|85100|2.576392|102.708061|86100|1.95696949213521|103.206130366391
Johor|85100|2.576392|102.708061|86200|1.826888|103.310781
Johor|85100|2.576392|102.708061|86300|1.88443263|103.40286959
Johor|85100|2.576392|102.708061|86400|1.865015|103.110069
Johor|85100|2.576392|102.708061|86500|2.29360198|103.12991681
Johor|85100|2.576392|102.708061|86600|2.186827|103.195048
Johor|85100|2.576392|102.708061|86700|2.35178611|103.67363889
Johor|85100|2.576392|102.708061|86800|2.431857|103.837858
Johor|85100|2.576392|102.708061|86900|2.649929|103.620892
Johor|85200|2.43989|102.68478|85300|2.381831|103.020378
Johor|85200|2.43989|102.68478|85400|2.24841|103.041481
Johor|85200|2.43989|102.68478|86000|2.033562|103.317863
Johor|85200|2.43989|102.68478|86100|1.95696949213521|103.206130366391
Johor|85200|2.43989|102.68478|86200|1.826888|103.310781
Johor|85200|2.43989|102.68478|86300|1.88443263|103.40286959
Johor|85200|2.43989|102.68478|86400|1.865015|103.110069
Johor|85200|2.43989|102.68478|86500|2.29360198|103.12991681
Johor|85200|2.43989|102.68478|86600|2.186827|103.195048
Johor|85200|2.43989|102.68478|86700|2.35178611|103.67363889
Johor|85200|2.43989|102.68478|86800|2.431857|103.837858
Johor|85200|2.43989|102.68478|86900|2.649929|103.620892
Johor|85300|2.381831|103.020378|85400|2.24841|103.041481
Johor|85300|2.381831|103.020378|86000|2.033562|103.317863
Johor|85300|2.381831|103.020378|86100|1.95696949213521|103.206130366391
Johor|85300|2.381831|103.020378|86200|1.826888|103.310781
Johor|85300|2.381831|103.020378|86300|1.88443263|103.40286959
Johor|85300|2.381831|103.020378|86400|1.865015|103.110069
Johor|85300|2.381831|103.020378|86500|2.29360198|103.12991681
Johor|85300|2.381831|103.020378|86600|2.186827|103.195048
Johor|85300|2.381831|103.020378|86700|2.35178611|103.67363889
Johor|85300|2.381831|103.020378|86800|2.431857|103.837858
Johor|85300|2.381831|103.020378|86900|2.649929|103.620892
Johor|85400|2.24841|103.041481|86000|2.033562|103.317863
Johor|85400|2.24841|103.041481|86100|1.95696949213521|103.206130366391
Johor|85400|2.24841|103.041481|86200|1.826888|103.310781
Johor|85400|2.24841|103.041481|86300|1.88443263|103.40286959
Johor|85400|2.24841|103.041481|86400|1.865015|103.110069
Johor|85400|2.24841|103.041481|86500|2.29360198|103.12991681
Johor|85400|2.24841|103.041481|86600|2.186827|103.195048
Johor|85400|2.24841|103.041481|86700|2.35178611|103.67363889
Johor|85400|2.24841|103.041481|86800|2.431857|103.837858
Johor|85400|2.24841|103.041481|86900|2.649929|103.620892
Johor|86000|2.033562|103.317863|86100|1.95696949213521|103.206130366391
Johor|86000|2.033562|103.317863|86200|1.826888|103.310781
Johor|86000|2.033562|103.317863|86300|1.88443263|103.40286959
Johor|86000|2.033562|103.317863|86400|1.865015|103.110069
Johor|86000|2.033562|103.317863|86500|2.29360198|103.12991681
Johor|86000|2.033562|103.317863|86600|2.186827|103.195048
Johor|86000|2.033562|103.317863|86700|2.35178611|103.67363889
Johor|86000|2.033562|103.317863|86800|2.431857|103.837858
Johor|86000|2.033562|103.317863|86900|2.649929|103.620892
Johor|86100|1.95696949213521|103.206130366391|86200|1.826888|103.310781
Johor|86100|1.95696949213521|103.206130366391|86300|1.88443263|103.40286959
Johor|86100|1.95696949213521|103.206130366391|86400|1.865015|103.110069
Johor|86100|1.95696949213521|103.206130366391|86500|2.29360198|103.12991681
Johor|86100|1.95696949213521|103.206130366391|86600|2.186827|103.195048
Johor|86100|1.95696949213521|103.206130366391|86700|2.35178611|103.67363889
Johor|86100|1.95696949213521|103.206130366391|86800|2.431857|103.837858
Johor|86100|1.95696949213521|103.206130366391|86900|2.649929|103.620892
Johor|86200|1.826888|103.310781|86300|1.88443263|103.40286959
Johor|86200|1.826888|103.310781|86400|1.865015|103.110069
Johor|86200|1.826888|103.310781|86500|2.29360198|103.12991681
Johor|86200|1.826888|103.310781|86600|2.186827|103.195048
Johor|86200|1.826888|103.310781|86700|2.35178611|103.67363889
Johor|86200|1.826888|103.310781|86800|2.431857|103.837858
Johor|86200|1.826888|103.310781|86900|2.649929|103.620892
Johor|86300|1.88443263|103.40286959|86400|1.865015|103.110069
Johor|86300|1.88443263|103.40286959|86500|2.29360198|103.12991681
Johor|86300|1.88443263|103.40286959|86600|2.186827|103.195048
Johor|86300|1.88443263|103.40286959|86700|2.35178611|103.67363889
Johor|86300|1.88443263|103.40286959|86800|2.431857|103.837858
Johor|86300|1.88443263|103.40286959|86900|2.649929|103.620892
Johor|86400|1.865015|103.110069|86500|2.29360198|103.12991681
Johor|86400|1.865015|103.110069|86600|2.186827|103.195048
Johor|86400|1.865015|103.110069|86700|2.35178611|103.67363889
Johor|86400|1.865015|103.110069|86800|2.431857|103.837858
Johor|86400|1.865015|103.110069|86900|2.649929|103.620892
Johor|86500|2.29360198|103.12991681|86600|2.186827|103.195048
Johor|86500|2.29360198|103.12991681|86700|2.35178611|103.67363889
Johor|86500|2.29360198|103.12991681|86800|2.431857|103.837858
Johor|86500|2.29360198|103.12991681|86900|2.649929|103.620892
Johor|86600|2.186827|103.195048|86700|2.35178611|103.67363889
Johor|86600|2.186827|103.195048|86800|2.431857|103.837858
Johor|86600|2.186827|103.195048|86900|2.649929|103.620892
Johor|86700|2.35178611|103.67363889|86800|2.431857|103.837858
Johor|86700|2.35178611|103.67363889|86900|2.649929|103.620892
Johor|86800|2.431857|103.837858|86900|2.649929|103.620892
Kedah|05000|6.131583|100.373412|06000|6.269412|100.42052
Kedah|05000|6.131583|100.373412|06010|6.443931344999999|100.46085003499999
Kedah|05000|6.131583|100.373412|06050|6.51576667|100.421848
Kedah|05000|6.131583|100.373412|06100|6.392752|100.305771
Kedah|05000|6.131583|100.373412|06150|6.238259|100.245701
Kedah|05000|6.131583|100.373412|06200|6.21675468973443|100.39997806495
Kedah|05000|6.131583|100.373412|06300|6.257315|100.612274
Kedah|05000|6.131583|100.373412|06400|6.167167|100.519607
Kedah|05000|6.131583|100.373412|06500|6.145992|100.432028
Kedah|05000|6.131583|100.373412|06600|6.105541|100.28971
Kedah|05000|6.131583|100.373412|06650|6.342099|100.189423
Kedah|05000|6.131583|100.373412|06700|5.985557|100.478596
Kedah|05000|6.131583|100.373412|06800|5.976813|100.398766
Kedah|05000|6.131583|100.373412|06900|5.795489|100.372758
Kedah|05000|6.131583|100.373412|07000|6.31105|99.856198
Kedah|05000|6.131583|100.373412|08000|5.641295|100.486587
Kedah|05000|6.131583|100.373412|08100|5.727685|100.509577
Kedah|05000|6.131583|100.373412|08200|5.820337|100.742486
Kedah|05000|6.131583|100.373412|08300|5.820145|100.477334
Kedah|05000|6.131583|100.373412|08400|5.722565|100.412124
Kedah|05000|6.131583|100.373412|08500|5.64528218|100.35505449
Kedah|05000|6.131583|100.373412|08700|5.813457|100.628954
Kedah|05000|6.131583|100.373412|09000|5.366208|100.553597
Kedah|05000|6.131583|100.373412|09100|5.67511|100.918537
Kedah|05000|6.131583|100.373412|09130|5.60448754864542|100.7721031256
Kedah|05000|6.131583|100.373412|09200|5.637425|100.85268611
Kedah|05000|6.131583|100.373412|09300|5.606393|100.649162
Kedah|05000|6.131583|100.373412|09400|5.511791|100.556909
Kedah|05000|6.131583|100.373412|09500|5.42056|100.666936
Kedah|05000|6.131583|100.373412|09600|5.423263|100.537553
Kedah|05000|6.131583|100.373412|09800|5.21211777|100.61685221
Kedah|05000|6.131583|100.373412|14390|5.132851|100.498047
Kedah|06000|6.269412|100.42052|06010|6.443931344999999|100.46085003499999
Kedah|06000|6.269412|100.42052|06050|6.51576667|100.421848
Kedah|06000|6.269412|100.42052|06100|6.392752|100.305771
Kedah|06000|6.269412|100.42052|06150|6.238259|100.245701
Kedah|06000|6.269412|100.42052|06200|6.21675468973443|100.39997806495
Kedah|06000|6.269412|100.42052|06300|6.257315|100.612274
